question,expected_answer,model_output,note
公司注册地址变更需要哪些手续？,需准备新地址证明材料、修改后的公司章程或修正案、营业执照副本等资料，向原登记机关申请变更登记。,根据《公司法》及相关法条规定，公司注册地址变更需履行以下手续： 1. **内部决议程序** 根据《公司法》第三十五条，公司需依法作出变更决议或决定（如股东会或董事会决议），明确地址变更事项。 2. **提交变更登记申请** - 向公司登记机关提交法定代表人签署的《变更登记申请书》（若变更后法定代表人已变更，需由新任法定代表人签署，依据第三十五条第三款）。 - 提交依法作出的变更决议或决定文件。 3. **章程修改备案** 若公司章程中记载的注册地址需变更，应提交修改后的公司章程（依据第三十五条第二款）。 4. **其他可能材料** 实际操作中，登记机关可能要求提交新地址的合法使用证明（如租赁合同、产权证明等），但法条未明确该要求，需以登记机关具体要求为准。 5. **领取变更后的营业执照** 完成登记后，领取载有新地址的营业执照。 **特别提示**： - 若公司持有注册商标，需根据《商标法》第四十一条另行申请商标地址变更。 - 具体材料要求可能因地区登记机关政策不同而有所差异，建议提前咨询当地登记机关。 - 法条未明确地址变更的特殊程序，上述流程基于一般性规定，实际操作以登记机关要求为准。,一致性: 是  差异说明: 无差异
网络直播带货虚假宣传怎么处理？,消费者可向平台投诉，也可向市场监管部门举报，要求下架商品并依法进行处罚；造成损失的还可主张赔偿。,根据您提供的法条内容，结合网络直播带货虚假宣传的处理问题，法律建议如下： 1. **依据法条第三十六条**： - 若直播带货中的虚假宣传属于“传播范围广、社会危害大的虚假错误信息”，科学技术或有关主管部门（如市场监管部门）应依法澄清和纠正。 - 网络服务提供者（如直播平台）发现用户传播虚假信息后，应立即采取处置措施（如下架视频、封禁账号）防止信息扩散，并向主管部门报告。 2. **依据法条第二十三条**： - 若虚假宣传中包含侮辱、诽谤等侵害他人名誉的内容，网络运营者应立即停止传输、采取消除措施，并保存记录、向主管部门报告。主管部门可要求平台阻断境外来源的类似信息传播。 3. **其他法律衔接**： - 若虚假宣传涉及消费者权益侵害，可依据《消费者权益保护法》第55条主张赔偿；若涉及广告违法，可依据《广告法》第56条追究责任。 - 若虚假宣传情节严重构成犯罪（如诈骗、虚假广告罪），可依据《刑法》第222条、第266条追究刑事责任。 **处理建议**： - 消费者可向直播平台投诉，要求平台履行法定义务（如删除内容、封禁账号）； - 向市场监管部门或网信部门举报，由主管部门责令整改、处罚或澄清； - 若造成损失，可向法院提起民事诉讼索赔。 **法条局限性说明**： 您提供的法条未直接涵盖直播带货虚假宣传的民事赔偿标准及具体行政处罚细则，需结合《广告法》《消费者权益保护法》等进一步明确责任。,一致性: 否 差异说明: 模型输出提供了更详细的法律依据和处理建议，包括具体的法条引用、网络服务提供者的义务以及刑事责任等。而标准答案较为简略，仅提到向平台投诉、市场监管部门举报及赔偿要求。
信用卡被盗刷谁来承担责任？,若持卡人及时挂失并报警，且无重大过失，银行应承担主要责任；若存在密码泄露等过错，可能分担部分责任。,"根据您提供的法条内容，关于信用卡被盗刷的责任问题，现有法条主要涉及刑事责任的认定（如伪造、非法持有、骗领信用卡等行为），但未直接规定信用卡被盗刷时民事责任的归属。具体分析如下： 1. **刑事责任层面**： 若信用卡被盗刷系他人通过非法手段（如窃取、收买信用卡信息资料）实施，则行为人可能构成《刑法》第177条之一规定的""窃取、收买或者非法提供信用卡信息罪""，需承担刑事责任。但该条款未直接解决民事赔偿责任问题。 2. **民事责任争议**： 根据《民法典》及《银行卡业务管理办法》相关规定，信用卡被盗刷的责任划分通常需结合以下因素综合判断： - **银行责任**：若银行未尽到安全保障义务（如技术漏洞导致信息泄露、未及时拦截异常交易），可能需承担部分责任。 - **持卡人责任**：若持卡人未妥善保管密码或未及时挂失，可能需承担相应责任。 - **举证责任**：持卡人需证明交易非本人授权，银行需证明已履行安全义务。 3. **法条局限性**： 您提供的法条未涵盖民事责任划分规则，建议参考《最高人民法院关于审理银行卡民事纠纷案件若干问题的规定》等司法解释，以明确具体责任归属。 综上，信用卡被盗刷的责任认定需结合民事法律及司法实践，现有刑法法条无法直接解决民事赔偿问题。建议根据具体案情，结合《民法典》《消费者权益保护法》及银行卡纠纷司法解释综合判断。",一致性: 否 差异说明: 标准答案主要讨论了在民事责任层面，银行和持卡人各自的责任分配。而模型输出不仅涵盖了民事责任的分析，还详细解释了刑事责任方面的内容，并且提供了更详细的民事责任划分标准及举证责任的具体要求。
离婚时夫妻共同债务如何处理？,应当共同偿还。共同财产不足清偿的，由双方协议清偿；协议不成的，由法院判决。,根据《民法典》相关规定，离婚时夫妻共同债务的处理规则如下： 1. **共同债务认定标准**（《民法典》第1064条）： - 夫妻双方共同签名或事后追认的债务； - 婚姻关系存续期间以个人名义为家庭日常生活需要所负的债务； - 超出家庭日常生活需要的债务，若债权人能证明用于夫妻共同生活、共同生产经营或基于共同意思表示的，亦属共同债务。 2. **偿还责任**（《民法典》第1089条）： - 离婚时共同债务原则上由双方共同偿还； - 若共同财产不足以清偿，或财产归各自所有，双方可协议清偿方式； - 协议不成时，由人民法院依法判决。 3. **协议离婚的特殊要求**（《民法典》第1078条）： - 离婚登记需双方对债务处理协商一致，否则婚姻登记机关不予登记。 **注意事项**： - 若债务性质存在争议（如是否超出家庭日常生活需要），需结合具体证据（如借款用途、资金流向等）判断； - 协议离婚时未明确债务处理的，可能影响离婚登记效力； - 法院判决时会综合考虑双方经济能力、债务用途等因素，确保公平性。 建议在处理共同债务时，尽量通过书面协议明确责任划分，并留存相关证据，必要时可寻求专业律师协助。,一致性: 否 差异说明: 标准答案仅提到了共同债务由双方偿还以及在共同财产不足清偿时的处理方式，而模型输出则详细列举了共同债务认定标准、偿还责任的具体规定，并且还包含了协议离婚时对债务处理的要求和注意事项。
物业擅自涨价是否合法？,不合法。物业费调整属于业主共同决定事项，需经业主大会讨论通过，未经同意的涨价行为无效。,根据您提供的法条内容，现有法律条款无法直接判断物业擅自涨价的合法性。以下是分析依据及建议： 1. **法条分析**： - 第三十五条（房地产成交价格申报制度）与第四十八条（出资财产评估）均未涉及物业管理服务收费问题。 - 第四百零四条（动产抵押规则）与物业收费无直接关联。 2. **法律依据缺失**： 物业收费合法性需依据《物业管理条例》及地方性物业管理规定。例如： - 《物业管理条例》第四十一条规定物业服务收费应遵循合理、公开原则，具体定价方式由省级人民政府规定。 - 物业服务合同中通常需明确收费标准，擅自涨价可能构成合同违约。 3. **建议**： - 需结合《物业管理条例》及当地物业管理规定进一步判断。 - 若物业未与业主协商一致擅自调整收费标准，可能违反合同约定或行政法规。 - 建议查阅当地物业管理细则，或咨询专业律师核实具体情形。 综上，现有法条不足以直接回答问题，需结合物业管理专项法规及合同条款综合判断。,一致性: 否 差异说明: 标准答案直接指出物业擅自涨价不合法，需经业主大会同意。而模型输出则强调现有法条不足以直接判断问题，并建议结合《物业管理条例》及地方性规定进一步分析，没有明确回答是否合法。
快递延误导致物品损坏能否索赔？,可以。快递企业因自身原因导致延误或损毁，应按约定或法律规定承担赔偿责任。,根据您提供的法条内容，快递延误导致物品损坏的索赔问题可结合以下法律条款分析： 1. **责任认定依据**（《法条》第五十条）： - 若承运人因过失导致货物迟延交付，并且该迟延直接导致物品损坏，则承运人需承担赔偿责任。 - 即使物品未灭失或损坏，但因迟延交付导致经济损失（如物品因延误无法使用而产生损失），承运人仍需赔偿。 2. **赔偿限额**（《法条》第五十七条）： - 迟延交付的赔偿限额为所迟延交付货物的运费数额。 - 若货物同时发生灭失或损坏，赔偿责任限额可能适用其他条款（需结合具体法条衔接条款判断）。 3. **索赔时效要求**（《法条》第一百三十四条）： - 收货人需在发现损失后提出异议，货物损失的异议最迟应在收到货物之日起14日内提出。 - 若未在规定期限内提出异议（除非承运人存在欺诈行为），可能影响索赔权利。 **结论**： - 若能证明承运人存在过失且迟延交付与物品损坏存在因果关系，且在14日内提出异议，则可主张索赔。 - 赔偿金额原则上以运费数额为限，但若同时涉及灭失或损坏，需进一步明确具体赔偿规则。 - 法条未明确承运人过失的举证责任，实践中可能需由主张方（收货人）提供初步证据证明承运人有过失。 建议留存相关证据（如快递单、损坏证明、沟通记录等），并及时通过法律途径主张权利。若争议较大，建议咨询专业律师。,一致性: 是  差异说明: 无差异
劳动合同没有签字有效吗？,无效。劳动合同需经用人单位与劳动者双方签字或盖章确认，否则不具备法律效力。,根据《劳动合同法》第十六条的规定，劳动合同的生效需满足以下条件： 1. **协商一致**：用人单位与劳动者就合同内容达成一致； 2. **签字或盖章**：双方需在劳动合同文本上签字或盖章。 **结论**：如果劳动合同未经过双方签字或盖章，则该合同不生效。根据法条规定，签字或盖章是劳动合同生效的必要形式要件。即使双方已实际履行劳动关系（如劳动者已工作、用人单位已支付报酬），但若未完成签字或盖章程序，合同本身仍不成立。 **例外情形**：若存在实际履行且双方对权利义务无争议，可能通过司法实践认定合同成立，但法条未明确此情形，需结合具体证据判断。建议咨询专业律师或劳动行政部门进一步确认。,一致性: 是  差异说明: 无差异
员工被辞退未提前通知怎么办？,用人单位应提前30日书面通知劳动者或额外支付一个月工资作为代通知金，否则劳动者可主张违法解除赔偿。,根据您提供的法条内容，关于员工被辞退未提前通知的问题，法律建议如下： 1. **区分辞退性质**： - 若属于《劳动合同法》第二十七条规定的“裁员”情形（如用人单位因破产整顿或经营困难需裁减人员），用人单位必须提前三十日向工会或全体职工说明情况并听取意见，未履行该程序的，员工可主张程序违法。 - 若不属于裁员情形（如因违纪、不能胜任工作等解除劳动合同），用人单位通常无需提前通知，但需依法履行书面通知义务（如说明辞退依据和理由，符合第九十条关于书面通知的要求）。 2. **法律依据不足的情况**： - 若用人单位未提前通知且不符合法定解除条件（如无合法理由直接辞退），员工可依据《劳动合同法》第三十八条、第四十八条主张违法解除劳动关系，并要求支付赔偿金。 - 若用人单位未提前通知但符合解除条件（如裁员但未履行程序），员工可主张程序违法，要求用人单位补正程序或承担相应责任。 3. **救济途径**： - 员工可收集相关证据（如辞退通知、沟通记录等），向劳动仲裁委员会申请仲裁，主张赔偿或恢复劳动关系。 **结论**：根据现有法条，若辞退未提前通知且程序违法，员工可通过劳动仲裁维护权益。但需结合具体辞退原因（如是否属于裁员或合法解除情形）进一步分析。建议咨询专业律师获取针对性法律意见。,一致性: 否 差异说明: 模型输出提供了更详细的法律分析和区分不同情况下的处理方式，而标准答案较为简略，仅指出用人单位应提前通知或支付代通知金，并未详细解释裁员和其他解除情形的区别。模型输出还提到了员工的救济途径及证据收集的重要性，这些内容在标准答案中没有提及。
网上买到假药怎么办？,立即停止使用并向食品药品监督管理局举报，同时保留证据如订单截图、聊天记录、药品实物等，必要时可向公安机关报案。,根据相关法律条款，您在网上购买到假药时，可采取以下法律途径维护权益： 1. **固定证据**：立即保存交易记录（订单号、支付凭证）、药品实物、与卖家的沟通记录（如聊天记录、宣传页面）等，确保证据完整。 2. **向药品监管部门举报**：根据《药品管理法》第十五条和第一百四十一条，生产、销售假药属于违法行为。您可向当地药品监督管理部门（如市场监管局）举报，提供相关证据。监管部门将依法查处涉事商家，并对假药进行鉴定。 3. **报警处理**：若假药已对您造成身体伤害或存在严重危害，可向公安机关报案。根据第一百四十一条，生产、销售假药若致人死亡或严重危害健康，最高可判处死刑。公安机关将追究涉事方的刑事责任。 4. **民事索赔**：若因假药遭受人身损害，可依据《消费者权益保护法》第四十九条（虽未在提供的法条中，但属相关法律）要求赔偿医疗费、误工费等损失。建议保留医疗记录及费用凭证，通过诉讼主张权利。 5. **避免自行处理药品**：切勿继续使用或随意丢弃假药，应联系药监部门或医疗机构妥善处理，避免二次危害。 **法律依据**： - 《药品管理法》第一百四十一条：明确生产、销售假药的刑事责任。 - 第十五条：禁止假药广告，可作为判断虚假宣传的依据。 若需进一步维权，建议咨询专业律师或通过法律援助途径获取帮助。,一致性: 是  差异说明: 无差异
小区电梯广告收入归谁所有？,归全体业主共有。物业公司只是代为管理，不得私自占有或挪用相关收益。,根据您提供的法条内容，现行法律文件中并未直接规定小区电梯广告收入的归属问题。您提供的法条主要涉及电梯制造单位、维护保养单位的行政责任（第八十条、第八十八条）以及建筑物维修资金的管理（第二百八十一条），但均未明确广告收益的权属。 根据《民法典》第二百七十一条、第二百八十二条等条款的通常解释，小区电梯属于业主共有部分，其产生的广告收益原则上应归属于全体业主共有。但这一结论需结合《民法典》相关规定综合判断，而您提供的法条中未包含直接依据。因此，建议您参考《民法典》物权编关于共有部分收益的规定，或咨询当地住建部门获取具体政策指导。,一致性: 否 差异说明: 标准答案直接指出小区电梯广告收入归全体业主共有，物业公司只能代为管理。而模型输出则解释了现行法律文件中没有明确规定的事实，并引用《民法典》相关条款推断出广告收益应归属于全体业主，但强调需要结合具体法律规定和政策指导来确定。
单位拖欠工资如何投诉？,可拨打12333全国人力资源和社会保障热线投诉，也可向当地劳动监察大队提交书面材料要求查处。,根据《劳动合同法》第九条、第八十五条及第九十一条的规定，单位拖欠工资的投诉流程及法律依据如下： ### 一、投诉途径 1. **向劳动行政部门投诉** 劳动者可向用工所在地的劳动监察大队（人力资源和社会保障局下属机构）投诉。根据《劳动合同法》第九条，劳动行政部门有义务依法处理拖欠工资的投诉。 2. **提交书面材料** 投诉时需提供以下材料： - 身份证明（身份证复印件） - 劳动关系证明（如劳动合同、工资条、考勤记录等） - 拖欠工资的具体金额及时间明细 - 其他相关证据（如沟通记录、证人证言等） ### 二、法律后果 1. **责令限期支付** 根据《劳动合同法》第八十五条，劳动行政部门将责令用人单位限期支付拖欠工资。若逾期未支付，行政部门可要求用人单位按应付金额的**50%-100%加付赔偿金**。 2. **经济补偿与赔偿金** 根据第九十一条，用人单位除支付拖欠工资外，还需支付经济补偿；若因拖欠工资导致劳动合同解除，用人单位还需支付赔偿金。 ### 三、后续措施 1. **申请劳动仲裁** 若劳动行政部门未有效处理，劳动者可向劳动争议仲裁委员会申请仲裁，要求用人单位支付工资及赔偿金。 2. **提起诉讼** 对仲裁结果不服的，可向人民法院提起诉讼。 ### 四、注意事项 - **保留证据**：妥善保存工资条、考勤记录、沟通记录等关键证据。 - **时效性**：劳动争议申请仲裁的时效期间为**1年**，自知道或应当知道权利被侵害之日起计算。 综上，建议您首先通过劳动监察大队投诉，若未果再通过仲裁或诉讼途径维权。具体操作可咨询当地劳动行政部门获取详细指引。,一致性: 否 差异说明: 模型输出提供了详细的投诉流程、法律后果及后续措施，而标准答案仅提供了一个简单的投诉途径。模型回答比标准答案更全面和具体。
房产继承需要什么手续？,需提供死亡证明、亲属关系证明、遗嘱（如有）、房产证等材料，前往公证处办理继承权公证或直接向不动产登记中心申请变更登记。,根据您提供的法条及问题，房产继承的手续可概括如下： 1. **确定继承方式**： - 根据《民法典》第1123条，继承开始后，优先按遗嘱继承办理；无遗嘱时按法定继承办理；存在遗赠扶养协议的，按协议办理。因此，需首先确认被继承人生前是否立有合法有效的遗嘱或遗赠扶养协议。 2. **办理继承权公证**： - 需向公证机构提交以下材料： - 被继承人死亡证明（如医院出具的死亡医学证明、户籍注销证明等）； - 继承人身份证明（身份证、户口簿等）； - 被继承人婚姻状况证明（如结婚证、离婚证等）； - 被继承人子女情况证明（如出生医学证明、收养证明等）； - 房产所有权证明（如不动产权证书、购房合同等）； - 若存在遗嘱，需提交遗嘱原件及公证机关对遗嘱效力的审查材料。 - 公证机构将依据《民法典》第311条（善意取得制度）及第31条（不动产法定继承适用不动产所在地法律）审核材料，确认继承人资格及房产归属。 3. **房产过户登记**： - 持继承公证书、死亡证明、房产证等材料，向不动产所在地的登记机构申请过户登记。 - 若房产涉及多个继承人，需共同签署过户申请或提交分割协议。 4. **特殊情况处理**： - 若房产已由无处分权人转让给善意第三人（符合《民法典》第311条善意取得条件），原继承人可能无法追回房产，但可向无处分权人索赔。 - 若继承人对继承份额存在争议，需通过诉讼解决，法院将依据法定继承规则或遗嘱内容作出判决。 **注意事项**： - 不动产继承需严格遵循不动产所在地法律（《民法典》第31条），若房产跨区域分布，需分别适用各不动产所在地的继承规则。 - 若被继承人生前户籍地与房产所在地法律冲突，应以房产所在地法律为准。 - 遗嘱需符合《民法典》第1134-1140条的形式要求（如自书遗嘱需本人签名、注明日期；公证遗嘱需公证机关盖章等），否则可能被认定无效。 以上流程基于现行法条规定，具体操作可能因地区政策或个案细节有所调整，建议咨询专业律师或公证机构。,一致性: 是 差异说明: 无差异
公司股东之间发生纠纷怎么办？,可通过协商、调解、仲裁或诉讼方式解决，涉及股权、出资、利润分配等问题的，可依据《公司法》等相关法律维权。,根据您提供的法条内容，结合股东纠纷的常见法律解决路径，建议如下： 1. **协商解决** 股东间应优先通过协商、调解等方式解决争议，避免矛盾激化。若达成一致，可通过股东会决议或书面协议明确权利义务。 2. **请求公司内部机构处理** - 若纠纷涉及董事、监事、高级管理人员侵害公司利益（如挪用资金、关联交易损害公司利益等），符合条件的股东（有限责任公司股东或股份公司持股1%以上且连续180日股东）可书面请求监事会（针对董事、高管）或董事会（针对监事）向法院提起诉讼（依据第一百八十九条）。 - 若纠纷涉及全资子公司权益受损，股东可书面请求子公司监事会/董事会起诉，或直接以自己名义起诉（依据第一条）。 3. **股东直接诉讼** 若监事会/董事会收到请求后30日内未行动，或情况紧急（如资产转移风险），股东可自行以公司名义起诉（第一百八十九条）。 4. **申请公司解散** 若股东间长期矛盾导致公司经营管理严重困难、无法通过其他途径解决，且持有公司10%以上表决权的股东可向法院申请解散公司（第二百三十一条）。 5. **其他救济措施** - 若公司未分配财产且股东希望存续，可通过修改章程或股东会决议（有限责任公司需2/3以上表决权通过，股份公司需出席会议股东2/3以上通过）调整治理结构（第三条）。 - 若纠纷涉及股权转让或知情权等具体权利，可依据《公司法》其他条款主张权利。 **注意事项**： - 法条未明确股东间直接冲突（如控制权争夺、分红纠纷）的解决规则，此类问题需结合《公司法》其他条款（如股权转让、表决权行使规则）或司法解释处理。 - 实践中建议聘请专业律师评估具体案情，因股东纠纷常涉及公司治理结构、证据固定等复杂问题。,一致性: 是 差异说明: 无差异
被冒名注册公司如何维权？,应及时向市场监管部门举报并申请撤销登记，必要时可向法院提起行政诉讼或民事侵权诉讼，要求消除影响并赔偿损失。,根据您提供的法条内容及问题，结合法律实务经验，针对“被冒名注册公司如何维权”问题，法律建议如下： ### 一、法律依据分析 1. **法条第四十四条**：明确登记机关对不符合条件的企业予以登记或符合条件的企业不予登记的，需对直接责任人员追责。若登记机关因审核失职导致冒名登记，可据此要求登记机关撤销错误登记并追究责任。 2. **法条第四十五条**：若登记机关的上级部门强令违规登记或包庇违法行为，可向上级部门或纪检部门举报，要求追究主管人员责任。 ### 二、维权步骤建议 1. **固定证据** - 收集身份被冒用的直接证据（如公安机关报案回执、身份信息被伪造/盗用的证明、公司登记材料中签名笔迹鉴定报告等）。 - 证明自身未参与公司经营的证据（如时间证明、证人证言等）。 2. **申请撤销登记** - 向公司登记机关（如市场监督管理部门）提交书面异议申请，要求调查并撤销冒名登记。根据《市场主体登记管理条例》第三十四条，登记机关应自收到异议申请之日起20个工作日内调查处理。 3. **行政复议或诉讼** - 若登记机关拒绝撤销登记或未在期限内处理，可向上一级行政机关申请行政复议，或向法院提起行政诉讼，要求撤销错误登记。 4. **追究冒名者责任** - 向公安机关报案，以“侵犯公民个人信息罪”“诈骗罪”等罪名追究冒名注册人的刑事责任。 - 向法院提起民事诉讼，要求冒名者赔偿因被冒名登记导致的名誉损失、经济损失等。 5. **举报登记机关失职** - 若登记机关存在第四十四条所述的违法登记行为（如未尽审核义务），可向其上级部门或纪检监察机关举报，要求对直接责任人员追责。 ### 三、法条局限性说明 - 提供的法条未直接涉及冒名登记的民事救济条款，需结合《民法典》第1024条（名誉权保护）、第1025条（个人信息保护）及《公司法》第19条（虚假出资责任）等综合适用。 - 若冒名登记涉及虚假出资或抽逃出资，可能触发《刑法》第158条“虚报注册资本罪”或第159条“虚假出资、抽逃出资罪”，需进一步证据支撑。 ### 四、风险提示 - 若冒名登记企业存在债务纠纷，债权人可能以“被冒名人存在形式股东身份”为由主张权利，需及时通过司法程序涤除股东身份。 - 建议全程委托律师处理，因涉及行政、民事、刑事交叉领域，需专业法律文书及程序应对。 综上，建议您立即固定证据并启动行政撤销程序，同时保留追究冒名者及失职登记机关责任的权利。若需进一步法律文书模板或程序指导，建议咨询专业律师。,一致性: 是 差异说明: 无差异
婚内出轨会受到什么法律处罚？,婚内出轨一般不构成犯罪，但可在离婚诉讼中作为过错方，在财产分割和子女抚养方面处于不利地位；若涉及重婚或同居，则可能构成刑事犯罪。,根据您提供的相关法条，婚内出轨的法律后果需结合具体行为性质判断： 1. **构成重婚罪**： 若出轨方在婚姻存续期间与他人登记结婚，或以夫妻名义共同生活（符合事实重婚），则可能触犯《刑法》第258条重婚罪，处2年以下有期徒刑或拘役。 **注意**：单纯出轨（如未登记结婚或未形成共同生活状态）不构成重婚罪。 2. **构成破坏军婚罪**： 若出轨对象为现役军人配偶，且明知其军婚身份仍与之同居或结婚，则可能触犯《刑法》第259条破坏军婚罪，处3年以下有期徒刑或拘役。 3. **不构成犯罪的情形**： 若仅存在婚内出轨行为，未涉及重婚或破坏军婚，通常不构成刑事犯罪。但根据《民法典》第1091条，无过错方可在离婚时主张损害赔偿。 综上，婚内出轨是否受刑事处罚取决于是否符合重婚或破坏军婚的构成要件。若不符合，无法追究刑事责任，但可能承担民事赔偿责任。建议结合具体行为细节进一步分析。,一致性: 是  差异说明: 无差异
房东不退还押金怎么办？,承租人可凭租赁合同、押金收据等证据向法院起诉，要求返还押金及相应利息，也可以向住建部门或街道办反映协调处理。,根据您提供的法条内容，关于房东不退还押金的问题，目前法条中未直接涉及押金退还的具体规定，但结合《民法典》第七百三十三条（未在您提供的法条中）及租赁合同纠纷的一般规则，可提供以下法律建议： 1. **协商解决**：首先与房东协商，要求返还押金。若房东拒绝，需明确其扣留押金的依据（如房屋损坏、拖欠租金等），并要求提供证据。 2. **法律依据**： - 若房东无正当理由扣留押金，您可依据《民法典》第七百三十三条主张返还押金（该条款规定租赁合同终止后，出租人应返还押金）。 - 若房东以房屋损坏为由扣留押金，需根据《民法典》第七百一十一条判断是否符合扣除条件。若实际损失小于押金金额，房东仍需返还差额。 - 若涉及融资租赁合同（如第七百五十八条），且租赁物价值超过欠付租金，您可主张返还差额。 3. **救济途径**： - 向房屋所在地的基层人民法院提起诉讼，要求返还押金及利息（若房东长期占用资金）。 - 若房东存在恶意侵占行为，可能涉及侵占罪，可向公安机关报案。 **注意**：建议您收集押金收据、房屋交接记录、维修记录等证据，以证明押金应返还的事实。若法条不足以完全解决争议，需结合具体案情进一步分析。,一致性: 否 差异说明: 标准答案直接给出了向法院起诉和反映协调处理的建议，而模型输出则提供了更详细的法律依据、协商解决步骤以及具体的救济途径，并且强调了证据收集的重要性。模型的回答更加全面细致，但与标准答案相比，没有完全一致地给出最简明的操作指引。
交通事故私了后还能报警吗？,可以。如果事后发现对方有欺诈、胁迫行为或协议显失公平，仍可报警或向法院起诉要求重新认定责任。,根据相关法条规定，交通事故私了后原则上仍可报警，但需结合具体情况分析： 1. **第七十条规定**：交通事故发生后，驾驶人应立即停车、保护现场并报告交警或公安机关。若因抢救伤员需移动现场，应标明位置。若未造成人身伤亡且双方对事实及成因无争议，可自行协商处理。但若后续发现协议存在争议（如隐瞒伤情、酒驾等），或需交警介入处理（如需出具事故认定书），当事人仍可报警。 2. **第一百零一条规定**：若事故涉及逃逸或构成犯罪（如酒驾致重大事故），报警是强制要求。即使已私了，若存在违法行为，报警仍属必要。 **结论**：交通事故私了后，若后续发现协议无效、存在违法行为或需交警介入的情形，当事人可依法报警。但若私了协议合法且双方已履行完毕，交警可能依据协议内容处理，不再重新认定责任。建议在私了前留存证据（如现场照片、伤情记录），以避免后续争议。,一致性: 是  差异说明: 无差异
公司破产员工工资如何清偿？,按照《企业破产法》规定，员工工资在破产财产清偿顺序中优先于普通债权，应在清偿破产费用和共益债务后首先支付。,根据《企业破产法》第九十一条、第一百一十三条及第一百二十四条的规定，公司破产时员工工资的清偿规则如下： 1. **清偿顺序** 破产财产在优先清偿破产费用和共益债务后，员工工资及相关费用属于第一顺位清偿债权，具体包括： - 所欠职工工资； - 医疗、伤残补助、抚恤费用； - 应当划入职工个人账户的基本养老保险、基本医疗保险费用； - 法律、行政法规规定的补偿金。 2. **清偿比例** 若破产财产不足以覆盖全部第一顺位债权，按比例分配。例如，若破产财产为100万元，而员工工资总债权为200万元，则每位员工按50%比例受偿。 3. **高管工资限制** 破产企业的董事、监事和高级管理人员的工资按该企业职工的平均工资计算，超出部分不予清偿。 4. **后续追偿** 若公司破产后员工工资未获全额清偿，可向破产企业的保证人或其他连带债务人主张权利（第一百二十四条）。 **法律依据**： - 第九十一条、第一百一十三条明确员工工资的优先清偿地位； - 第一百二十四条为员工保留对连带责任主体的追偿权。 综上，员工工资在破产程序中享有法定优先权，但实际受偿比例取决于破产财产规模。若存在保证人或连带债务人，员工可进一步主张权利。,一致性: 是  差异说明: 无差异
未成年人在学校受伤谁负责？,学校未尽到教育、管理职责的，应承担相应责任；若系第三人造成伤害的，由第三人承担侵权责任，学校承担补充责任。,根据您提供的法条内容，关于未成年人在学校受伤的责任问题，现有法条未直接规定责任归属，需结合其他法律综合判断。以下是法律分析： 1. **学校责任**：根据《民法典》第120条，学校作为教育机构，若未尽到教育、管理职责（如未采取合理安全措施、未及时发现风险等），可能需承担侵权责任。但您提供的法条（如第29条要求学校关心学生、第43条要求制止违规行为）仅规定学校的一般管理义务，未明确责任划分标准。 2. **学生或第三方责任**：若伤害由学生自身行为（如故意行为）或第三方（如其他学生、校外人员）造成，责任可能由行为人承担。学校若已尽到管理义务（如及时制止违规行为、提供安全环境），可减轻或免除责任。 3. **家长责任**：若学校已按规定（如第34条联系家长、第43条告知监护人）履行通知义务，但家长未履行监护职责导致伤害，家长可能需承担相应责任。 **结论**：现有法条无法单独确定责任归属，需结合《民法典》《侵权责任法》及具体事实（如学校是否尽到管理义务、伤害原因等）综合判断。建议咨询专业律师或教育行政部门，必要时通过司法途径明确责任。,一致性: 否  差异说明: 标准答案直接指出了学校和第三人责任的具体情形，而模型输出则提供了更详细的法律分析，并指出需要结合其他法律规定来综合判断。模型输出还提到了家长可能的责任，这是标准答案中没有提到的。
公司印章丢失怎么办？,应立即向公安机关报案并登报声明作废，携带相关材料到原备案机关申请补刻新章，同时通知合作单位避免产生法律风险。,根据您提供的法条内容，现行法律中未直接针对公司印章丢失的处理程序作出明确规定。但结合企业印章管理的常规法律实践，建议采取以下措施： 1. **立即报案**：根据《治安管理处罚法》第52条，伪造、冒用公司印章属于违法行为。印章丢失后应第一时间向公安机关报案，留存报案回执作为证据。 2. **登报声明**：在省级以上公开发行的报纸刊登遗失声明，公告原印章作废。虽然法条未明确此要求，但司法实践中常将此作为证明印章失效的参考依据。 3. **工商备案**：向公司登记机关提交印章遗失说明及补刻申请，完成新印章备案手续。依据《企业法人登记管理条例》第22条，企业印章需经登记机关备案。 4. **内部追责**：根据《公司法》第148条，若印章丢失系管理失职导致，可追究相关责任人的赔偿责任。 5. **防范措施**：修订《印章管理制度》，采用电子印章（参考《电子签名法》第14条）或双人联签制度，降低风险。 需注意：若他人冒用丢失印章签订合同，根据《民法典》第490条，合同效力需结合相对人是否善意无过失判断。建议及时向法院申请公示催告程序（《民事诉讼法》第222条），宣告原印章作废。 由于您提供的法条未涵盖印章管理的专门规定，建议结合《企业印章管理办法》（国发〔1999〕25号）及地方性法规进一步处理，并咨询专业律师评估具体风险。,一致性: 是  差异说明: 无差异
